start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
4,6,5,12,13,14,2
4,6,1,12,13,14,2
4,6,4,12,13,14,2
4,6,7,12,13,14,2
4,6,0,12,13,14,2
4,6,3,12,13,14,2
4,6,5,12,13,15,3
4,6,1,12,13,15,3
4,6,4,12,13,15,3
4,6,7,12,13,15,3
4,6,0,12,13,15,3
4,6,3,12,13,15,3
4,6,5,13,14,15,2
4,6,1,13,14,15,2
4,6,4,13,14,15,2
4,6,7,13,14,15,2
4,6,0,13,14,15,2
4,6,3,13,14,15,2
4,6,5,13,14,16,3
4,6,1,13,14,16,3
4,6,4,13,14,16,3
4,6,7,13,14,16,3
4,6,0,13,14,16,3
4,6,3,13,14,16,3
0,2,4,4,6,7,3
0,2,3,4,6,7,3
0,2,4,5,7,8,3
0,2,3,5,7,8,3
1,6,5,12,13,14,2
1,6,1,12,13,14,2
1,6,4,12,13,14,2
1,6,7,12,13,14,2
1,6,0,12,13,14,2
1,6,3,12,13,14,2
1,6,5,12,13,15,3
1,6,1,12,13,15,3
1,6,4,12,13,15,3
1,6,7,12,13,15,3
1,6,0,12,13,15,3
1,6,3,12,13,15,3
1,6,5,13,14,15,2
1,6,1,13,14,15,2
1,6,4,13,14,15,2
1,6,7,13,14,15,2
1,6,0,13,14,15,2
1,6,3,13,14,15,2
1,6,5,13,14,16,3
1,6,1,13,14,16,3
1,6,4,13,14,16,3
1,6,7,13,14,16,3
1,6,0,13,14,16,3
1,6,3,13,14,16,3
4,2,5,5,6,8,3
4,2,4,5,6,7,2
4,2,1,5,6,8,3
4,2,7,5,6,8,3
4,2,0,5,6,8,3
4,2,3,5,6,7,2
4,2,4,5,6,8,3
4,2,3,5,6,8,3
4,2,5,6,7,9,3
4,2,4,6,7,8,2
4,2,1,6,7,9,3
4,2,7,6,7,9,3
4,2,0,6,7,9,3
4,2,3,6,7,8,2
4,2,4,6,7,9,3
4,2,3,6,7,9,3
5,6,5,12,13,14,2
5,6,1,12,13,14,2
5,6,4,12,13,14,2
5,6,7,12,13,14,2
5,6,0,12,13,14,2
5,6,3,12,13,14,2
5,6,5,12,13,15,3
5,6,1,12,13,15,3
5,6,4,12,13,15,3
5,6,7,12,13,15,3
5,6,0,12,13,15,3
5,6,3,12,13,15,3
5,6,5,13,14,15,2
5,6,1,13,14,15,2
5,6,4,13,14,15,2
5,6,7,13,14,15,2
5,6,0,13,14,15,2
5,6,3,13,14,15,2
5,6,5,13,14,16,3
5,6,1,13,14,16,3
5,6,4,13,14,16,3
5,6,7,13,14,16,3
5,6,0,13,14,16,3
5,6,3,13,14,16,3
3,6,5,12,13,14,2
3,6,1,12,13,14,2
3,6,4,12,13,14,2
3,6,7,12,13,14,2
3,6,0,12,13,14,2
3,6,3,12,13,14,2
3,6,5,12,13,15,3
3,6,1,12,13,15,3
3,6,4,12,13,15,3
3,6,7,12,13,15,3
3,6,0,12,13,15,3
3,6,3,12,13,15,3
3,6,5,13,14,15,2
3,6,1,13,14,15,2
3,6,4,13,14,15,2
3,6,7,13,14,15,2
3,6,0,13,14,15,2
3,6,3,13,14,15,2
3,6,5,13,14,16,3
3,6,1,13,14,16,3
3,6,4,13,14,16,3
3,6,7,13,14,16,3
3,6,0,13,14,16,3
3,6,3,13,14,16,3
1,2,4,4,6,7,3
1,2,3,4,6,7,3
