start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
0,5,7,1,2,3,2
0,5,0,1,2,3,2
0,5,2,1,2,4,3
0,5,4,1,2,4,3
0,5,8,1,2,3,2
0,5,7,1,2,4,3
0,5,0,1,2,4,3
0,5,8,1,2,4,3
0,5,7,2,3,4,2
0,5,0,2,3,4,2
0,5,2,2,3,5,3
0,5,4,2,3,5,3
0,5,8,2,3,4,2
0,5,7,2,3,5,3
0,5,0,2,3,5,3
0,5,8,2,3,5,3
7,1,8,12,13,14,2
7,1,7,12,13,14,2
7,1,0,12,13,14,2
7,1,2,12,13,15,3
7,1,4,12,13,15,3
7,1,8,12,13,15,3
7,1,7,12,13,15,3
7,1,0,12,13,15,3
7,1,8,13,14,15,2
7,1,7,13,14,15,2
7,1,0,13,14,15,2
7,1,2,13,14,16,3
7,1,4,13,14,16,3
7,1,8,13,14,16,3
7,1,7,13,14,16,3
7,1,0,13,14,16,3
7,3,8,6,7,9,3
7,3,7,6,7,8,2
7,3,0,6,7,9,3
7,3,2,6,7,8,2
7,3,4,6,7,8,2
7,3,7,6,7,9,3
7,3,2,6,7,9,3
7,3,4,6,7,9,3
7,3,8,7,8,10,3
7,3,7,7,8,9,2
7,3,0,7,8,10,3
7,3,2,7,8,9,2
7,3,4,7,8,9,2
7,3,7,7,8,10,3
7,3,2,7,8,10,3
7,3,4,7,8,10,3
7,5,7,1,2,3,2
7,5,0,1,2,3,2
7,5,2,1,2,4,3
7,5,4,1,2,4,3
7,5,8,1,2,3,2
7,5,7,1,2,4,3
7,5,0,1,2,4,3
7,5,8,1,2,4,3
7,5,7,2,3,4,2
7,5,0,2,3,4,2
7,5,2,2,3,5,3
7,5,4,2,3,5,3
7,5,8,2,3,4,2
7,5,7,2,3,5,3
7,5,0,2,3,5,3
7,5,8,2,3,5,3
2,6,2,3,4,5,2
2,6,4,3,4,5,2
2,6,8,3,4,5,2
2,6,7,3,4,5,2
2,6,0,3,4,5,2
2,6,2,3,4,6,3
2,6,4,3,4,6,3
2,6,8,3,4,6,3
2,6,7,3,4,6,3
2,6,0,3,4,6,3
2,6,2,4,5,6,2
2,6,4,4,5,6,2
2,6,8,4,5,6,2
2,6,7,4,5,6,2
2,6,0,4,5,6,2
