start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
0,2,0,3,4,5,2
0,2,6,3,4,5,2
0,2,0,3,4,6,3
0,2,6,3,4,6,3
0,2,0,4,5,6,2
0,2,6,4,5,6,2
0,2,0,4,5,7,3
0,2,6,4,5,7,3
0,5,0,5,6,7,2
0,5,6,5,6,7,2
0,5,0,5,6,8,3
0,5,6,5,6,8,3
0,5,0,6,7,8,2
0,5,6,6,7,8,2
0,5,0,6,7,9,3
0,5,6,6,7,9,3
0,1,0,11,12,13,2
0,1,6,11,12,13,2
0,1,0,11,12,14,3
0,1,6,11,12,14,3
0,1,0,12,13,14,2
0,1,6,12,13,14,2
0,1,0,12,13,15,3
0,1,6,12,13,15,3
0,4,0,13,14,15,2
0,4,6,13,14,15,2
0,4,0,13,14,16,3
0,4,6,13,14,16,3
0,4,0,14,15,16,2
0,4,6,14,15,16,2
0,4,0,14,15,17,3
0,4,6,14,15,17,3
0,3,0,7,8,9,2
0,3,6,7,8,9,2
0,3,0,7,8,10,3
0,3,6,7,8,10,3
0,3,0,8,9,10,2
0,3,6,8,9,10,2
0,3,0,8,9,11,3
0,3,6,8,9,11,3
0,2,0,2,4,5,3
0,2,6,2,4,5,3
0,2,0,3,5,6,3
0,2,6,3,5,6,3
0,5,0,4,6,7,3
0,5,6,4,6,7,3
0,5,0,5,7,8,3
0,5,6,5,7,8,3
0,1,0,10,12,13,3
0,1,6,10,12,13,3
0,1,0,11,13,14,3
0,1,6,11,13,14,3
0,4,0,12,14,15,3
0,4,6,12,14,15,3
0,4,0,13,15,16,3
0,4,6,13,15,16,3
0,3,0,6,8,9,3
0,3,6,6,8,9,3
0,3,0,7,9,10,3
0,3,6,7,9,10,3
