from_node_id,to_node_id,driving_time_cost,length,time_stamp
0,0,0,0,0
0,1,3,30,0
0,2,4,40,0
0,3,7,70,0
0,4,2,20,0
0,5,5,50,0
0,6,0,0,0
1,0,3,30,0
1,1,0,0,0
1,2,7,70,0
1,3,4,40,0
1,4,2,20,0
1,5,5,50,0
1,6,3,30,0
2,0,4,40,0
2,1,7,70,0
2,2,0,0,0
2,3,3,30,0
2,4,5,50,0
2,5,2,20,0
2,6,4,40,0
3,0,7,70,0
3,1,4,40,0
3,2,3,30,0
3,3,0,0,0
3,4,5,50,0
3,5,2,20,0
3,6,7,70,0
4,0,2,20,0
4,1,2,20,0
4,2,5,50,0
4,3,5,50,0
4,4,0,0,0
4,5,3,30,0
4,6,2,20,0
5,0,5,50,0
5,1,5,50,0
5,2,2,20,0
5,3,2,20,0
5,4,3,30,0
5,5,0,0,0
5,6,5,50,0
6,0,0,0,0
6,1,3,30,0
6,2,4,40,0
6,3,7,70,0
6,4,2,20,0
6,5,5,50,0
6,6,0,0,0
0,0,0,0,1
0,1,3,30,1
0,2,4,40,1
0,3,7,70,1
0,4,2,20,1
0,5,5,50,1
0,6,0,0,1
1,0,3,30,1
1,1,0,0,1
1,2,7,70,1
1,3,4,40,1
1,4,2,20,1
1,5,5,50,1
1,6,3,30,1
2,0,4,40,1
2,1,7,70,1
2,2,0,0,1
2,3,3,30,1
2,4,5,50,1
2,5,2,20,1
2,6,4,40,1
3,0,7,70,1
3,1,4,40,1
3,2,3,30,1
3,3,0,0,1
3,4,5,50,1
3,5,2,20,1
3,6,7,70,1
4,0,2,20,1
4,1,2,20,1
4,2,5,50,1
4,3,5,50,1
4,4,0,0,1
4,5,3,30,1
4,6,2,20,1
5,0,5,50,1
5,1,5,50,1
5,2,2,20,1
5,3,2,20,1
5,4,3,30,1
5,5,0,0,1
5,6,5,50,1
6,0,0,0,1
6,1,3,30,1
6,2,4,40,1
6,3,7,70,1
6,4,2,20,1
6,5,5,50,1
6,6,0,0,1
0,0,0,0,2
0,1,3,30,2
0,2,4,40,2
0,3,7,70,2
0,4,2,20,2
0,5,5,50,2
0,6,0,0,2
1,0,3,30,2
1,1,0,0,2
1,2,7,70,2
1,3,4,40,2
1,4,2,20,2
1,5,5,50,2
1,6,3,30,2
2,0,4,40,2
2,1,7,70,2
2,2,0,0,2
2,3,3,30,2
2,4,5,50,2
2,5,2,20,2
2,6,4,40,2
3,0,7,70,2
3,1,4,40,2
3,2,3,30,2
3,3,0,0,2
3,4,5,50,2
3,5,2,20,2
3,6,7,70,2
4,0,2,20,2
4,1,2,20,2
4,2,5,50,2
4,3,5,50,2
4,4,0,0,2
4,5,3,30,2
4,6,2,20,2
5,0,5,50,2
5,1,5,50,2
5,2,2,20,2
5,3,2,20,2
5,4,3,30,2
5,5,0,0,2
5,6,5,50,2
6,0,0,0,2
6,1,3,30,2
6,2,4,40,2
6,3,7,70,2
6,4,2,20,2
6,5,5,50,2
6,6,0,0,2
0,0,0,0,3
0,1,3,30,3
0,2,4,40,3
0,3,7,70,3
0,4,2,20,3
0,5,5,50,3
0,6,0,0,3
1,0,3,30,3
1,1,0,0,3
1,2,7,70,3
1,3,4,40,3
1,4,2,20,3
1,5,5,50,3
1,6,3,30,3
2,0,4,40,3
2,1,7,70,3
2,2,0,0,3
2,3,3,30,3
2,4,5,50,3
2,5,2,20,3
2,6,4,40,3
3,0,7,70,3
3,1,4,40,3
3,2,3,30,3
3,3,0,0,3
3,4,5,50,3
3,5,2,20,3
3,6,7,70,3
4,0,2,20,3
4,1,2,20,3
4,2,5,50,3
4,3,5,50,3
4,4,0,0,3
4,5,3,30,3
4,6,2,20,3
5,0,5,50,3
5,1,5,50,3
5,2,2,20,3
5,3,2,20,3
5,4,3,30,3
5,5,0,0,3
5,6,5,50,3
6,0,0,0,3
6,1,3,30,3
6,2,4,40,3
6,3,7,70,3
6,4,2,20,3
6,5,5,50,3
6,6,0,0,3
0,0,0,0,4
0,1,3,30,4
0,2,4,40,4
0,3,7,70,4
0,4,2,20,4
0,5,5,50,4
0,6,0,0,4
1,0,3,30,4
1,1,0,0,4
1,2,7,70,4
1,3,4,40,4
1,4,2,20,4
1,5,5,50,4
1,6,3,30,4
2,0,4,40,4
2,1,7,70,4
2,2,0,0,4
2,3,3,30,4
2,4,5,50,4
2,5,2,20,4
2,6,4,40,4
3,0,7,70,4
3,1,4,40,4
3,2,3,30,4
3,3,0,0,4
3,4,5,50,4
3,5,2,20,4
3,6,7,70,4
4,0,2,20,4
4,1,2,20,4
4,2,5,50,4
4,3,5,50,4
4,4,0,0,4
4,5,3,30,4
4,6,2,20,4
5,0,5,50,4
5,1,5,50,4
5,2,2,20,4
5,3,2,20,4
5,4,3,30,4
5,5,0,0,4
5,6,5,50,4
6,0,0,0,4
6,1,3,30,4
6,2,4,40,4
6,3,7,70,4
6,4,2,20,4
6,5,5,50,4
6,6,0,0,4
0,0,0,0,5
0,1,3,30,5
0,2,4,40,5
0,3,7,70,5
0,4,2,20,5
0,5,5,50,5
0,6,0,0,5
1,0,3,30,5
1,1,0,0,5
1,2,7,70,5
1,3,4,40,5
1,4,2,20,5
1,5,5,50,5
1,6,3,30,5
2,0,4,40,5
2,1,7,70,5
2,2,0,0,5
2,3,3,30,5
2,4,5,50,5
2,5,2,20,5
2,6,4,40,5
3,0,7,70,5
3,1,4,40,5
3,2,3,30,5
3,3,0,0,5
3,4,5,50,5
3,5,2,20,5
3,6,7,70,5
4,0,2,20,5
4,1,2,20,5
4,2,5,50,5
4,3,5,50,5
4,4,0,0,5
4,5,3,30,5
4,6,2,20,5
5,0,5,50,5
5,1,5,50,5
5,2,2,20,5
5,3,2,20,5
5,4,3,30,5
5,5,0,0,5
5,6,5,50,5
6,0,0,0,5
6,1,3,30,5
6,2,4,40,5
6,3,7,70,5
6,4,2,20,5
6,5,5,50,5
6,6,0,0,5
0,0,0,0,6
0,1,3,30,6
0,2,4,40,6
0,3,7,70,6
0,4,2,20,6
0,5,5,50,6
0,6,0,0,6
1,0,3,30,6
1,1,0,0,6
1,2,7,70,6
1,3,4,40,6
1,4,2,20,6
1,5,5,50,6
1,6,3,30,6
2,0,4,40,6
2,1,7,70,6
2,2,0,0,6
2,3,3,30,6
2,4,5,50,6
2,5,2,20,6
2,6,4,40,6
3,0,7,70,6
3,1,4,40,6
3,2,3,30,6
3,3,0,0,6
3,4,5,50,6
3,5,2,20,6
3,6,7,70,6
4,0,2,20,6
4,1,2,20,6
4,2,5,50,6
4,3,5,50,6
4,4,0,0,6
4,5,3,30,6
4,6,2,20,6
5,0,5,50,6
5,1,5,50,6
5,2,2,20,6
5,3,2,20,6
5,4,3,30,6
5,5,0,0,6
5,6,5,50,6
6,0,0,0,6
6,1,3,30,6
6,2,4,40,6
6,3,7,70,6
6,4,2,20,6
6,5,5,50,6
6,6,0,0,6
0,0,0,0,7
0,1,3,30,7
0,2,4,40,7
0,3,7,70,7
0,4,2,20,7
0,5,5,50,7
0,6,0,0,7
1,0,3,30,7
1,1,0,0,7
1,2,7,70,7
1,3,4,40,7
1,4,2,20,7
1,5,5,50,7
1,6,3,30,7
2,0,4,40,7
2,1,7,70,7
2,2,0,0,7
2,3,3,30,7
2,4,5,50,7
2,5,2,20,7
2,6,4,40,7
3,0,7,70,7
3,1,4,40,7
3,2,3,30,7
3,3,0,0,7
3,4,5,50,7
3,5,2,20,7
3,6,7,70,7
4,0,2,20,7
4,1,2,20,7
4,2,5,50,7
4,3,5,50,7
4,4,0,0,7
4,5,3,30,7
4,6,2,20,7
5,0,5,50,7
5,1,5,50,7
5,2,2,20,7
5,3,2,20,7
5,4,3,30,7
5,5,0,0,7
5,6,5,50,7
6,0,0,0,7
6,1,3,30,7
6,2,4,40,7
6,3,7,70,7
6,4,2,20,7
6,5,5,50,7
6,6,0,0,7
0,0,0,0,8
0,1,3,30,8
0,2,4,40,8
0,3,7,70,8
0,4,2,20,8
0,5,5,50,8
0,6,0,0,8
1,0,3,30,8
1,1,0,0,8
1,2,7,70,8
1,3,4,40,8
1,4,2,20,8
1,5,5,50,8
1,6,3,30,8
2,0,4,40,8
2,1,7,70,8
2,2,0,0,8
2,3,3,30,8
2,4,5,50,8
2,5,2,20,8
2,6,4,40,8
3,0,7,70,8
3,1,4,40,8
3,2,3,30,8
3,3,0,0,8
3,4,5,50,8
3,5,2,20,8
3,6,7,70,8
4,0,2,20,8
4,1,2,20,8
4,2,5,50,8
4,3,5,50,8
4,4,0,0,8
4,5,3,30,8
4,6,2,20,8
5,0,5,50,8
5,1,5,50,8
5,2,2,20,8
5,3,2,20,8
5,4,3,30,8
5,5,0,0,8
5,6,5,50,8
6,0,0,0,8
6,1,3,30,8
6,2,4,40,8
6,3,7,70,8
6,4,2,20,8
6,5,5,50,8
6,6,0,0,8
0,0,0,0,9
0,1,3,30,9
0,2,4,40,9
0,3,7,70,9
0,4,2,20,9
0,5,5,50,9
0,6,0,0,9
1,0,3,30,9
1,1,0,0,9
1,2,7,70,9
1,3,4,40,9
1,4,2,20,9
1,5,5,50,9
1,6,3,30,9
2,0,4,40,9
2,1,7,70,9
2,2,0,0,9
2,3,3,30,9
2,4,5,50,9
2,5,2,20,9
2,6,4,40,9
3,0,7,70,9
3,1,4,40,9
3,2,3,30,9
3,3,0,0,9
3,4,5,50,9
3,5,2,20,9
3,6,7,70,9
4,0,2,20,9
4,1,2,20,9
4,2,5,50,9
4,3,5,50,9
4,4,0,0,9
4,5,3,30,9
4,6,2,20,9
5,0,5,50,9
5,1,5,50,9
5,2,2,20,9
5,3,2,20,9
5,4,3,30,9
5,5,0,0,9
5,6,5,50,9
6,0,0,0,9
6,1,3,30,9
6,2,4,40,9
6,3,7,70,9
6,4,2,20,9
6,5,5,50,9
6,6,0,0,9
0,0,0,0,10
0,1,3,30,10
0,2,4,40,10
0,3,7,70,10
0,4,2,20,10
0,5,5,50,10
0,6,0,0,10
1,0,3,30,10
1,1,0,0,10
1,2,7,70,10
1,3,4,40,10
1,4,2,20,10
1,5,5,50,10
1,6,3,30,10
2,0,4,40,10
2,1,7,70,10
2,2,0,0,10
2,3,3,30,10
2,4,5,50,10
2,5,2,20,10
2,6,4,40,10
3,0,7,70,10
3,1,4,40,10
3,2,3,30,10
3,3,0,0,10
3,4,5,50,10
3,5,2,20,10
3,6,7,70,10
4,0,2,20,10
4,1,2,20,10
4,2,5,50,10
4,3,5,50,10
4,4,0,0,10
4,5,3,30,10
4,6,2,20,10
5,0,5,50,10
5,1,5,50,10
5,2,2,20,10
5,3,2,20,10
5,4,3,30,10
5,5,0,0,10
5,6,5,50,10
6,0,0,0,10
6,1,3,30,10
6,2,4,40,10
6,3,7,70,10
6,4,2,20,10
6,5,5,50,10
6,6,0,0,10
0,0,0,0,11
0,1,3,30,11
0,2,4,40,11
0,3,7,70,11
0,4,2,20,11
0,5,5,50,11
0,6,0,0,11
1,0,3,30,11
1,1,0,0,11
1,2,7,70,11
1,3,4,40,11
1,4,2,20,11
1,5,5,50,11
1,6,3,30,11
2,0,4,40,11
2,1,7,70,11
2,2,0,0,11
2,3,3,30,11
2,4,5,50,11
2,5,2,20,11
2,6,4,40,11
3,0,7,70,11
3,1,4,40,11
3,2,3,30,11
3,3,0,0,11
3,4,5,50,11
3,5,2,20,11
3,6,7,70,11
4,0,2,20,11
4,1,2,20,11
4,2,5,50,11
4,3,5,50,11
4,4,0,0,11
4,5,3,30,11
4,6,2,20,11
5,0,5,50,11
5,1,5,50,11
5,2,2,20,11
5,3,2,20,11
5,4,3,30,11
5,5,0,0,11
5,6,5,50,11
6,0,0,0,11
6,1,3,30,11
6,2,4,40,11
6,3,7,70,11
6,4,2,20,11
6,5,5,50,11
6,6,0,0,11
0,0,0,0,12
0,1,3,30,12
0,2,4,40,12
0,3,7,70,12
0,4,2,20,12
0,5,5,50,12
0,6,0,0,12
1,0,3,30,12
1,1,0,0,12
1,2,7,70,12
1,3,4,40,12
1,4,2,20,12
1,5,5,50,12
1,6,3,30,12
2,0,4,40,12
2,1,7,70,12
2,2,0,0,12
2,3,3,30,12
2,4,5,50,12
2,5,2,20,12
2,6,4,40,12
3,0,7,70,12
3,1,4,40,12
3,2,3,30,12
3,3,0,0,12
3,4,5,50,12
3,5,2,20,12
3,6,7,70,12
4,0,2,20,12
4,1,2,20,12
4,2,5,50,12
4,3,5,50,12
4,4,0,0,12
4,5,3,30,12
4,6,2,20,12
5,0,5,50,12
5,1,5,50,12
5,2,2,20,12
5,3,2,20,12
5,4,3,30,12
5,5,0,0,12
5,6,5,50,12
6,0,0,0,12
6,1,3,30,12
6,2,4,40,12
6,3,7,70,12
6,4,2,20,12
6,5,5,50,12
6,6,0,0,12
0,0,0,0,13
0,1,3,30,13
0,2,4,40,13
0,3,7,70,13
0,4,2,20,13
0,5,5,50,13
0,6,0,0,13
1,0,3,30,13
1,1,0,0,13
1,2,7,70,13
1,3,4,40,13
1,4,2,20,13
1,5,5,50,13
1,6,3,30,13
2,0,4,40,13
2,1,7,70,13
2,2,0,0,13
2,3,3,30,13
2,4,5,50,13
2,5,2,20,13
2,6,4,40,13
3,0,7,70,13
3,1,4,40,13
3,2,3,30,13
3,3,0,0,13
3,4,5,50,13
3,5,2,20,13
3,6,7,70,13
4,0,2,20,13
4,1,2,20,13
4,2,5,50,13
4,3,5,50,13
4,4,0,0,13
4,5,3,30,13
4,6,2,20,13
5,0,5,50,13
5,1,5,50,13
5,2,2,20,13
5,3,2,20,13
5,4,3,30,13
5,5,0,0,13
5,6,5,50,13
6,0,0,0,13
6,1,3,30,13
6,2,4,40,13
6,3,7,70,13
6,4,2,20,13
6,5,5,50,13
6,6,0,0,13
0,0,0,0,14
0,1,3,30,14
0,2,4,40,14
0,3,7,70,14
0,4,2,20,14
0,5,5,50,14
0,6,0,0,14
1,0,3,30,14
1,1,0,0,14
1,2,7,70,14
1,3,4,40,14
1,4,2,20,14
1,5,5,50,14
1,6,3,30,14
2,0,4,40,14
2,1,7,70,14
2,2,0,0,14
2,3,3,30,14
2,4,5,50,14
2,5,2,20,14
2,6,4,40,14
3,0,7,70,14
3,1,4,40,14
3,2,3,30,14
3,3,0,0,14
3,4,5,50,14
3,5,2,20,14
3,6,7,70,14
4,0,2,20,14
4,1,2,20,14
4,2,5,50,14
4,3,5,50,14
4,4,0,0,14
4,5,3,30,14
4,6,2,20,14
5,0,5,50,14
5,1,5,50,14
5,2,2,20,14
5,3,2,20,14
5,4,3,30,14
5,5,0,0,14
5,6,5,50,14
6,0,0,0,14
6,1,3,30,14
6,2,4,40,14
6,3,7,70,14
6,4,2,20,14
6,5,5,50,14
6,6,0,0,14
0,0,0,0,15
0,1,3,30,15
0,2,4,40,15
0,3,7,70,15
0,4,2,20,15
0,5,5,50,15
0,6,0,0,15
1,0,3,30,15
1,1,0,0,15
1,2,7,70,15
1,3,4,40,15
1,4,2,20,15
1,5,5,50,15
1,6,3,30,15
2,0,4,40,15
2,1,7,70,15
2,2,0,0,15
2,3,3,30,15
2,4,5,50,15
2,5,2,20,15
2,6,4,40,15
3,0,7,70,15
3,1,4,40,15
3,2,3,30,15
3,3,0,0,15
3,4,5,50,15
3,5,2,20,15
3,6,7,70,15
4,0,2,20,15
4,1,2,20,15
4,2,5,50,15
4,3,5,50,15
4,4,0,0,15
4,5,3,30,15
4,6,2,20,15
5,0,5,50,15
5,1,5,50,15
5,2,2,20,15
5,3,2,20,15
5,4,3,30,15
5,5,0,0,15
5,6,5,50,15
6,0,0,0,15
6,1,3,30,15
6,2,4,40,15
6,3,7,70,15
6,4,2,20,15
6,5,5,50,15
6,6,0,0,15
0,0,0,0,16
0,1,3,30,16
0,2,4,40,16
0,3,7,70,16
0,4,2,20,16
0,5,5,50,16
0,6,0,0,16
1,0,3,30,16
1,1,0,0,16
1,2,7,70,16
1,3,4,40,16
1,4,2,20,16
1,5,5,50,16
1,6,3,30,16
2,0,4,40,16
2,1,7,70,16
2,2,0,0,16
2,3,3,30,16
2,4,5,50,16
2,5,2,20,16
2,6,4,40,16
3,0,7,70,16
3,1,4,40,16
3,2,3,30,16
3,3,0,0,16
3,4,5,50,16
3,5,2,20,16
3,6,7,70,16
4,0,2,20,16
4,1,2,20,16
4,2,5,50,16
4,3,5,50,16
4,4,0,0,16
4,5,3,30,16
4,6,2,20,16
5,0,5,50,16
5,1,5,50,16
5,2,2,20,16
5,3,2,20,16
5,4,3,30,16
5,5,0,0,16
5,6,5,50,16
6,0,0,0,16
6,1,3,30,16
6,2,4,40,16
6,3,7,70,16
6,4,2,20,16
6,5,5,50,16
6,6,0,0,16
0,0,0,0,17
0,1,3,30,17
0,2,4,40,17
0,3,7,70,17
0,4,2,20,17
0,5,5,50,17
0,6,0,0,17
1,0,3,30,17
1,1,0,0,17
1,2,7,70,17
1,3,4,40,17
1,4,2,20,17
1,5,5,50,17
1,6,3,30,17
2,0,4,40,17
2,1,7,70,17
2,2,0,0,17
2,3,3,30,17
2,4,5,50,17
2,5,2,20,17
2,6,4,40,17
3,0,7,70,17
3,1,4,40,17
3,2,3,30,17
3,3,0,0,17
3,4,5,50,17
3,5,2,20,17
3,6,7,70,17
4,0,2,20,17
4,1,2,20,17
4,2,5,50,17
4,3,5,50,17
4,4,0,0,17
4,5,3,30,17
4,6,2,20,17
5,0,5,50,17
5,1,5,50,17
5,2,2,20,17
5,3,2,20,17
5,4,3,30,17
5,5,0,0,17
5,6,5,50,17
6,0,0,0,17
6,1,3,30,17
6,2,4,40,17
6,3,7,70,17
6,4,2,20,17
6,5,5,50,17
6,6,0,0,17
0,0,0,0,18
0,1,3,30,18
0,2,4,40,18
0,3,7,70,18
0,4,2,20,18
0,5,5,50,18
0,6,0,0,18
1,0,3,30,18
1,1,0,0,18
1,2,7,70,18
1,3,4,40,18
1,4,2,20,18
1,5,5,50,18
1,6,3,30,18
2,0,4,40,18
2,1,7,70,18
2,2,0,0,18
2,3,3,30,18
2,4,5,50,18
2,5,2,20,18
2,6,4,40,18
3,0,7,70,18
3,1,4,40,18
3,2,3,30,18
3,3,0,0,18
3,4,5,50,18
3,5,2,20,18
3,6,7,70,18
4,0,2,20,18
4,1,2,20,18
4,2,5,50,18
4,3,5,50,18
4,4,0,0,18
4,5,3,30,18
4,6,2,20,18
5,0,5,50,18
5,1,5,50,18
5,2,2,20,18
5,3,2,20,18
5,4,3,30,18
5,5,0,0,18
5,6,5,50,18
6,0,0,0,18
6,1,3,30,18
6,2,4,40,18
6,3,7,70,18
6,4,2,20,18
6,5,5,50,18
6,6,0,0,18
0,0,0,0,19
0,1,3,30,19
0,2,4,40,19
0,3,7,70,19
0,4,2,20,19
0,5,5,50,19
0,6,0,0,19
1,0,3,30,19
1,1,0,0,19
1,2,7,70,19
1,3,4,40,19
1,4,2,20,19
1,5,5,50,19
1,6,3,30,19
2,0,4,40,19
2,1,7,70,19
2,2,0,0,19
2,3,3,30,19
2,4,5,50,19
2,5,2,20,19
2,6,4,40,19
3,0,7,70,19
3,1,4,40,19
3,2,3,30,19
3,3,0,0,19
3,4,5,50,19
3,5,2,20,19
3,6,7,70,19
4,0,2,20,19
4,1,2,20,19
4,2,5,50,19
4,3,5,50,19
4,4,0,0,19
4,5,3,30,19
4,6,2,20,19
5,0,5,50,19
5,1,5,50,19
5,2,2,20,19
5,3,2,20,19
5,4,3,30,19
5,5,0,0,19
5,6,5,50,19
