start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
3,1,0,5,6,7,2
3,1,3,5,6,7,2
3,1,4,5,6,7,2
3,1,0,5,6,8,3
3,1,3,5,6,8,3
3,1,4,5,6,8,3
3,1,0,6,7,8,2
3,1,3,6,7,8,2
3,1,4,6,7,8,2
3,1,0,6,7,9,3
3,1,3,6,7,9,3
3,1,4,6,7,9,3
0,2,4,1,2,3,2
0,2,0,1,2,3,2
0,2,3,1,2,3,2
0,2,4,1,2,4,3
0,2,0,1,2,4,3
0,2,3,1,2,4,3
0,2,4,2,3,4,2
0,2,0,2,3,4,2
0,2,3,2,3,4,2
0,2,4,2,3,5,3
0,2,0,2,3,5,3
0,2,3,2,3,5,3
0,1,0,5,6,7,2
0,1,3,5,6,7,2
0,1,4,5,6,7,2
0,1,0,5,6,8,3
0,1,3,5,6,8,3
0,1,4,5,6,8,3
0,1,0,6,7,8,2
0,1,3,6,7,8,2
0,1,4,6,7,8,2
0,1,0,6,7,9,3
0,1,3,6,7,9,3
0,1,4,6,7,9,3
3,2,4,1,2,3,2
3,2,0,1,2,3,2
3,2,3,1,2,3,2
3,2,4,1,2,4,3
3,2,0,1,2,4,3
3,2,3,1,2,4,3
3,2,4,2,3,4,2
3,2,0,2,3,4,2
3,2,3,2,3,4,2
3,2,4,2,3,5,3
3,2,0,2,3,5,3
3,2,3,2,3,5,3
3,1,0,4,6,7,3
3,1,3,4,6,7,3
3,1,4,4,6,7,3
3,1,0,5,7,8,3
3,1,3,5,7,8,3
3,1,4,5,7,8,3
0,2,4,1,3,4,3
0,2,0,1,3,4,3
0,2,3,1,3,4,3
0,1,0,4,6,7,3
0,1,3,4,6,7,3
0,1,4,4,6,7,3
0,1,0,5,7,8,3
0,1,3,5,7,8,3
0,1,4,5,7,8,3
3,2,4,1,3,4,3
3,2,0,1,3,4,3
3,2,3,1,3,4,3
