start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
5,3,7,5,7,8,3
5,3,2,5,7,8,3
5,3,4,5,7,8,3
5,3,7,6,8,9,3
5,3,2,6,8,9,3
5,3,4,6,8,9,3
7,3,8,6,7,9,3
7,3,1,6,7,9,3
7,3,5,6,7,9,3
7,3,7,6,7,8,2
7,3,0,6,7,9,3
7,3,2,6,7,8,2
7,3,4,6,7,8,2
7,3,7,6,7,9,3
7,3,2,6,7,9,3
7,3,4,6,7,9,3
7,3,8,7,8,10,3
7,3,1,7,8,10,3
7,3,5,7,8,10,3
7,3,7,7,8,9,2
7,3,0,7,8,10,3
7,3,2,7,8,9,2
7,3,4,7,8,9,2
7,3,7,7,8,10,3
7,3,2,7,8,10,3
7,3,4,7,8,10,3
1,3,7,5,7,8,3
1,3,2,5,7,8,3
1,3,4,5,7,8,3
1,3,7,6,8,9,3
1,3,2,6,8,9,3
1,3,4,6,8,9,3
2,6,2,3,4,5,2
2,6,4,3,4,5,2
2,6,1,3,4,5,2
2,6,8,3,4,5,2
2,6,5,3,4,5,2
2,6,7,3,4,5,2
2,6,0,3,4,5,2
2,6,2,3,4,6,3
2,6,4,3,4,6,3
2,6,1,3,4,6,3
2,6,8,3,4,6,3
2,6,5,3,4,6,3
2,6,7,3,4,6,3
2,6,0,3,4,6,3
2,6,2,4,5,6,2
2,6,4,4,5,6,2
2,6,1,4,5,6,2
2,6,8,4,5,6,2
2,6,5,4,5,6,2
2,6,7,4,5,6,2
2,6,0,4,5,6,2
2,6,2,4,5,7,3
2,6,4,4,5,7,3
2,6,1,4,5,7,3
2,6,8,4,5,7,3
2,6,5,4,5,7,3
2,6,7,4,5,7,3
2,6,0,4,5,7,3
4,6,2,3,4,5,2
4,6,4,3,4,5,2
4,6,1,3,4,5,2
4,6,8,3,4,5,2
4,6,5,3,4,5,2
4,6,7,3,4,5,2
4,6,0,3,4,5,2
4,6,2,3,4,6,3
4,6,4,3,4,6,3
4,6,1,3,4,6,3
4,6,8,3,4,6,3
4,6,5,3,4,6,3
4,6,7,3,4,6,3
4,6,0,3,4,6,3
4,6,2,4,5,6,2
4,6,4,4,5,6,2
4,6,1,4,5,6,2
4,6,8,4,5,6,2
4,6,5,4,5,6,2
4,6,7,4,5,6,2
4,6,0,4,5,6,2
4,6,2,4,5,7,3
