start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
4,3,4,6,7,8,2
4,3,0,6,7,8,2
4,3,5,6,7,8,2
4,3,4,6,7,9,3
4,3,0,6,7,9,3
4,3,5,6,7,9,3
4,3,4,7,8,9,2
4,3,0,7,8,9,2
4,3,5,7,8,9,2
4,3,4,7,8,10,3
4,3,0,7,8,10,3
4,3,5,7,8,10,3
0,2,5,4,5,6,2
0,2,4,4,5,6,2
0,2,0,4,5,6,2
0,2,5,4,5,7,3
0,2,4,4,5,7,3
0,2,0,4,5,7,3
0,2,5,5,6,7,2
0,2,4,5,6,7,2
0,2,0,5,6,7,2
0,2,5,5,6,8,3
0,2,4,5,6,8,3
0,2,0,5,6,8,3
4,2,5,4,5,6,2
4,2,4,4,5,6,2
4,2,0,4,5,6,2
4,2,5,4,5,7,3
4,2,4,4,5,7,3
4,2,0,4,5,7,3
4,2,5,5,6,7,2
4,2,4,5,6,7,2
4,2,0,5,6,7,2
4,2,5,5,6,8,3
4,2,4,5,6,8,3
4,2,0,5,6,8,3
0,1,0,1,2,3,2
0,1,5,1,2,3,2
0,1,4,1,2,3,2
0,1,0,1,2,4,3
0,1,5,1,2,4,3
0,1,4,1,2,4,3
0,1,0,2,3,4,2
0,1,5,2,3,4,2
0,1,4,2,3,4,2
0,1,0,2,3,5,3
0,1,5,2,3,5,3
0,1,4,2,3,5,3
4,1,0,1,2,3,2
4,1,5,1,2,3,2
4,1,4,1,2,3,2
4,1,0,1,2,4,3
4,1,5,1,2,4,3
4,1,4,1,2,4,3
4,1,0,2,3,4,2
4,1,5,2,3,4,2
4,1,4,2,3,4,2
4,1,0,2,3,5,3
4,1,5,2,3,5,3
4,1,4,2,3,5,3
0,3,4,6,7,8,2
0,3,0,6,7,8,2
0,3,5,6,7,8,2
0,3,4,6,7,9,3
0,3,0,6,7,9,3
0,3,5,6,7,9,3
0,3,4,7,8,9,2
0,3,0,7,8,9,2
0,3,5,7,8,9,2
0,3,4,7,8,10,3
0,3,0,7,8,10,3
0,3,5,7,8,10,3
4,3,4,5,7,8,3
4,3,0,5,7,8,3
4,3,5,5,7,8,3
4,3,4,6,8,9,3
4,3,0,6,8,9,3
4,3,5,6,8,9,3
0,2,5,3,5,6,3
0,2,4,3,5,6,3
0,2,0,3,5,6,3
0,2,5,4,6,7,3
0,2,4,4,6,7,3
0,2,0,4,6,7,3
4,2,5,3,5,6,3
4,2,4,3,5,6,3
4,2,0,3,5,6,3
4,2,5,4,6,7,3
4,2,4,4,6,7,3
4,2,0,4,6,7,3
0,1,0,1,3,4,3
0,1,5,1,3,4,3
0,1,4,1,3,4,3
4,1,0,1,3,4,3
4,1,5,1,3,4,3
4,1,4,1,3,4,3
0,3,4,5,7,8,3
0,3,0,5,7,8,3
0,3,5,5,7,8,3
0,3,4,6,8,9,3
0,3,0,6,8,9,3
0,3,5,6,8,9,3
