start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
5,3,7,3,5,6,3
5,3,2,3,5,6,3
5,3,4,3,5,6,3
5,3,7,4,6,7,3
5,3,2,4,6,7,3
5,3,4,4,6,7,3
7,3,8,4,5,7,3
7,3,1,4,5,7,3
7,3,5,4,5,7,3
7,3,7,4,5,6,2
7,3,0,4,5,7,3
7,3,2,4,5,6,2
7,3,4,4,5,6,2
7,3,7,4,5,7,3
7,3,2,4,5,7,3
7,3,4,4,5,7,3
7,3,8,5,6,8,3
7,3,1,5,6,8,3
7,3,5,5,6,8,3
7,3,7,5,6,7,2
7,3,0,5,6,8,3
7,3,2,5,6,7,2
7,3,4,5,6,7,2
7,3,7,5,6,8,3
7,3,2,5,6,8,3
7,3,4,5,6,8,3
1,3,7,3,5,6,3
1,3,2,3,5,6,3
1,3,4,3,5,6,3
1,3,7,4,6,7,3
1,3,2,4,6,7,3
1,3,4,4,6,7,3
2,6,2,7,8,9,2
2,6,4,7,8,9,2
2,6,1,7,8,9,2
2,6,8,7,8,9,2
2,6,5,7,8,9,2
2,6,7,7,8,9,2
2,6,0,7,8,9,2
2,6,2,7,8,10,3
2,6,4,7,8,10,3
2,6,1,7,8,10,3
2,6,8,7,8,10,3
2,6,5,7,8,10,3
2,6,7,7,8,10,3
2,6,0,7,8,10,3
2,6,2,8,9,10,2
2,6,4,8,9,10,2
2,6,1,8,9,10,2
2,6,8,8,9,10,2
2,6,5,8,9,10,2
2,6,7,8,9,10,2
2,6,0,8,9,10,2
2,6,2,8,9,11,3
2,6,4,8,9,11,3
2,6,1,8,9,11,3
2,6,8,8,9,11,3
2,6,5,8,9,11,3
2,6,7,8,9,11,3
2,6,0,8,9,11,3
4,6,2,7,8,9,2
4,6,4,7,8,9,2
4,6,1,7,8,9,2
4,6,8,7,8,9,2
4,6,5,7,8,9,2
4,6,7,7,8,9,2
4,6,0,7,8,9,2
4,6,2,7,8,10,3
4,6,4,7,8,10,3
4,6,1,7,8,10,3
4,6,8,7,8,10,3
4,6,5,7,8,10,3
4,6,7,7,8,10,3
4,6,0,7,8,10,3
4,6,2,8,9,10,2
4,6,4,8,9,10,2
4,6,1,8,9,10,2
4,6,8,8,9,10,2
4,6,5,8,9,10,2
4,6,7,8,9,10,2
4,6,0,8,9,10,2
4,6,2,8,9,11,3
4,6,4,8,9,11,3
4,6,1,8,9,11,3
4,6,8,8,9,11,3
4,6,5,8,9,11,3
4,6,7,8,9,11,3
