start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
0,5,7,14,15,16,2
0,5,0,14,15,16,2
0,5,8,14,15,16,2
0,5,7,14,15,17,3
0,5,0,14,15,17,3
0,5,8,14,15,17,3
0,5,7,15,16,17,2
0,5,0,15,16,17,2
0,5,8,15,16,17,2
0,5,7,15,16,18,3
0,5,0,15,16,18,3
0,5,8,15,16,18,3
7,1,8,1,2,3,2
7,1,7,1,2,3,2
7,1,0,1,2,3,2
7,1,8,1,2,4,3
7,1,7,1,2,4,3
7,1,0,1,2,4,3
7,1,8,2,3,4,2
7,1,7,2,3,4,2
7,1,0,2,3,4,2
7,1,8,2,3,5,3
7,1,7,2,3,5,3
7,1,0,2,3,5,3
7,3,8,7,8,10,3
7,3,7,7,8,9,2
7,3,0,7,8,10,3
7,3,7,7,8,10,3
7,3,8,8,9,11,3
7,3,7,8,9,10,2
7,3,0,8,9,11,3
7,3,7,8,9,11,3
7,5,7,14,15,16,2
7,5,0,14,15,16,2
7,5,8,14,15,16,2
7,5,7,14,15,17,3
7,5,0,14,15,17,3
7,5,8,14,15,17,3
7,5,7,15,16,17,2
7,5,0,15,16,17,2
7,5,8,15,16,17,2
7,5,7,15,16,18,3
7,5,0,15,16,18,3
7,5,8,15,16,18,3
0,2,7,4,6,7,3
0,2,7,5,7,8,3
7,2,8,5,6,8,3
7,2,7,5,6,7,2
7,2,0,5,6,8,3
7,2,7,5,6,8,3
7,2,8,6,7,9,3
7,2,7,6,7,8,2
7,2,0,6,7,9,3
7,2,7,6,7,9,3
7,4,0,9,10,12,3
7,4,8,9,10,12,3
7,4,7,9,10,11,2
7,4,7,9,10,12,3
7,4,0,10,11,13,3
7,4,8,10,11,13,3
7,4,7,10,11,12,2
7,4,7,10,11,13,3
0,4,7,8,10,11,3
0,4,7,9,11,12,3
0,6,8,12,13,14,2
0,6,7,12,13,14,2
0,6,0,12,13,14,2
0,6,8,12,13,15,3
0,6,7,12,13,15,3
0,6,0,12,13,15,3
0,6,8,13,14,15,2
0,6,7,13,14,15,2
0,6,0,13,14,15,2
0,6,8,13,14,16,3
0,6,7,13,14,16,3
0,6,0,13,14,16,3
0,1,8,1,2,3,2
0,1,7,1,2,3,2
0,1,0,1,2,3,2
0,1,8,1,2,4,3
0,1,7,1,2,4,3
0,1,0,1,2,4,3
0,1,8,2,3,4,2
0,1,7,2,3,4,2
0,1,0,2,3,4,2
0,1,8,2,3,5,3
0,1,7,2,3,5,3
0,1,0,2,3,5,3
7,6,8,12,13,14,2
7,6,7,12,13,14,2
7,6,0,12,13,14,2
7,6,8,12,13,15,3
7,6,7,12,13,15,3
7,6,0,12,13,15,3
7,6,8,13,14,15,2
7,6,7,13,14,15,2
7,6,0,13,14,15,2
7,6,8,13,14,16,3
7,6,7,13,14,16,3
7,6,0,13,14,16,3
0,3,7,6,8,9,3
0,3,7,7,9,10,3
0,5,7,13,15,16,3
0,5,0,13,15,16,3
0,5,8,13,15,16,3
0,5,7,14,16,17,3
0,5,0,14,16,17,3
0,5,8,14,16,17,3
7,1,8,1,3,4,3
7,1,7,1,3,4,3
7,1,0,1,3,4,3
7,3,7,6,8,9,3
7,3,7,7,9,10,3
7,5,7,13,15,16,3
7,5,0,13,15,16,3
7,5,8,13,15,16,3
7,5,7,14,16,17,3
7,5,0,14,16,17,3
7,5,8,14,16,17,3
7,2,7,4,6,7,3
7,2,7,5,7,8,3
7,4,7,8,10,11,3
7,4,7,9,11,12,3
0,6,8,11,13,14,3
0,6,7,11,13,14,3
0,6,0,11,13,14,3
0,6,8,12,14,15,3
0,6,7,12,14,15,3
0,6,0,12,14,15,3
0,1,8,1,3,4,3
0,1,7,1,3,4,3
0,1,0,1,3,4,3
7,6,8,11,13,14,3
7,6,7,11,13,14,3
7,6,0,11,13,14,3
7,6,8,12,14,15,3
7,6,7,12,14,15,3
7,6,0,12,14,15,3
